ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29	u	slovenski	Nevtralen	nevtralno pozitiven	3.460	21	275	326	29	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg1.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.086	1	9	11	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg1.2	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Pozitiven	pozitiven	4.817	1	2	3	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg1.3	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Pozitiven	mešano pozitiven	4.016	1	6	7	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg1.4	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	2.971	1	24	26	2	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg2.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno negativen	1.722	1	76	94	17	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg3.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	2.874	1	8	9	1	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg4.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Pozitiven	pozitiven	4.644	1	6	7	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg5.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.104	1	10	11	1	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg6.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.060	1	13	16	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg6.2	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	2.882	1	16	17	1	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg6.3	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	2.662	1	25	29	1	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg7.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.338	1	3	4	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg7.2	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.196	1	9	11	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg8.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.326	1	1	2	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg8.2	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.311	1	12	15	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg10.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.154	1	11	13	1	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg11.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.270	1	3	4	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg11.2	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	2.783	1	17	19	1	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg12.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.093	1	9	10	2	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg13.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.066	1	14	16	2	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg14.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.427	1	1	2	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u2	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29	u	slovenski	Pozitiven	mešano pozitiven	4.070	28	656	731	7	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg15.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.712	1	4	6	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg15.2	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.844	1	4	6	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg16.1	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.839	1	15	16	2	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg16.2	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.140	1	12	15	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg16.3	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	4.129	1	33	35	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg16.4	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.169	1	31	34	0	
ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.seg16.5	ParlaMint-SI_2019-11-29-SDZ8-Izredna-29.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.829	1	27	29	0	
