ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13	u	Slovenian	Neutral	neutral negative	2.330	8	163	189	19	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg1.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	s	Slovenian	Positive	mixed positive	3.775	1	9	12	0	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg2.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	s	Slovenian	Neutral	neutral positive	3.319	1	6	7	1	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg3.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	s	Slovenian	Neutral	neutral negative	1.751	1	94	109	14	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg4.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	s	Slovenian	Positive	positive	4.855	1	4	5	0	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg5.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	s	Slovenian	Neutral	neutral positive	3.167	1	3	4	0	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg5.2	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	s	Slovenian	Neutral	neutral negative	2.482	1	18	20	1	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg6.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	s	Slovenian	Neutral	neutral positive	3.022	1	17	18	2	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg7.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u1	s	Slovenian	Neutral	neutral positive	3.064	1	12	14	1	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u2	ParlaMint-SI_2019-11-26-SDZ8-Redna-13	u	Slovenian	Negative	negative	0.060	20	440	519	10	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg8.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u2	s	Slovenian	Positive	positive	4.586	1	5	6	0	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg9.1	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u2	s	Slovenian	Neutral	neutral negative	1.529	1	52	60	2	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg9.2	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u2	s	Slovenian	Negative	negative	0.399	1	20	24	0	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg9.3	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u2	s	Slovenian	Negative	negative	0.426	1	3	4	0	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg9.4	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u2	s	Slovenian	Neutral	neutral negative	2.113	1	55	65	1	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg9.5	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u2	s	Slovenian	Negative	negative	0.297	1	23	27	0	
ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.seg9.6	ParlaMint-SI_2019-11-26-SDZ8-Redna-13.ana.u2	s	Slovenian	Negative	mixed negative	0.951	1	39	45	2	
