ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14	u	Slovenian	Neutral	neutral negative	2.290	9	133	156	15	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg1.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Positive	mixed positive	3.775	1	9	12	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg1.2	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Neutral	neutral positive	3.291	1	6	7	1	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg2.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Neutral	neutral negative	1.713	1	68	79	10	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg2.2	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Positive	positive	4.768	1	5	6	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg3.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Neutral	neutral positive	3.131	1	3	4	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg3.2	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Neutral	neutral positive	2.549	1	23	26	1	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg4.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Neutral	neutral positive	3.093	1	9	10	2	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg5.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Neutral	neutral positive	3.066	1	9	10	1	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg6.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u1	s	Slovenian	Neutral	neutral positive	3.427	1	1	2	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	ParlaMint-SI_2019-12-17-SDZ8-Redna-14	u	Slovenian	Neutral	neutral positive	3.260	23	586	660	9	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg7.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.231	1	6	9	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg8.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Positive	mixed positive	4.107	1	13	14	1	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg8.2	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Positive	mixed positive	4.278	1	29	32	1	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg8.3	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	2.915	1	19	22	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg8.4	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Positive	mixed positive	3.951	1	25	28	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg9.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.354	1	68	76	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg10.1	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.458	1	37	42	3	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg10.2	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.166	1	26	27	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg10.3	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.249	1	37	41	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg10.4	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.150	1	23	26	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg10.5	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.055	1	16	19	1	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg10.6	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.007	1	20	23	0	
ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.seg10.7	ParlaMint-SI_2019-12-17-SDZ8-Redna-14.ana.u2	s	Slovenian	Neutral	neutral positive	3.136	1	17	19	0	
