ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31	u	Slovenian	Neutral	neutral positive	3.410	23	451	515	56	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg1.1	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Positive	mixed positive	3.980	1	8	11	0	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg2.1	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Neutral	neutral positive	2.909	1	24	26	2	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg3.1	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Neutral	neutral negative	1.815	1	16	19	2	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg3.2	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Neutral	neutral positive	3.457	1	7	8	0	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg4.1	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Neutral	neutral positive	2.750	1	2	4	0	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg5.1	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Neutral	neutral negative	1.611	1	25	33	6	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg6.1	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Neutral	neutral positive	2.936	1	25	26	2	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg7.1	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Neutral	neutral positive	3.099	1	10	11	1	
ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.seg7.2	ParlaMint-SI_2020-03-13-SDZ8-Izredna-31.ana.u1	s	Slovenian	Neutral	neutral positive	3.047	1	13	16	0	
