ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16	u	Slovenian	Neutral	neutral positive	2.710	8	167	188	17	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg1.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	3.122	1	14	18	1	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg2.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral negative	1.568	1	27	31	3	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg3.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	s	Slovenian	Positive	positive	4.926	1	6	7	0	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg4.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	2.784	1	24	29	1	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg5.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	2.703	1	40	42	4	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg5.2	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	2.977	1	31	33	5	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg6.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	3.034	1	24	26	3	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg7.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	3.427	1	1	2	0	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u2	ParlaMint-SI_2020-03-03-SDZ8-Redna-16	u	Slovenian	Negative	mixed negative	0.800	268	5698	6666	130	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg8.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u2	s	Slovenian	Neutral	neutral positive	3.269	1	10	13	2	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg9.1	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u2	s	Slovenian	Neutral	neutral positive	3.399	1	29	34	7	
ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.seg9.2	ParlaMint-SI_2020-03-03-SDZ8-Redna-16.ana.u2	s	Slovenian	Neutral	neutral positive	3.435	1	7	8	0	
