ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	ParlaMint-SI_2007-02-01-SDZ4-Redna-24	u	Slovenian	Neutral	neutral positive	3.190	9	98	117	9	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg1.1	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Positive	positive	4.599	1	4	6	0	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg1.2	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Positive	mixed positive	4.322	1	5	7	0	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg1.3	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.310	1	7	8	1	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg1.4	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral negative	1.505	1	20	25	4	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg2.1	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.152	1	8	9	0	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg2.2	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral negative	2.408	1	22	25	1	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg2.3	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	2.995	1	7	8	0	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg2.4	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.024	1	18	20	2	
ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.seg2.5	ParlaMint-SI_2007-02-01-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.301	1	7	9	1	
