ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24	u	Slovenian	Neutral	neutral positive	3.270	13	310	350	35	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg1.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Positive	mixed positive	3.712	1	11	15	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg1.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.130	1	18	21	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg2.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral negative	1.941	1	20	24	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg3.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.320	1	3	4	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg3.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	2.836	1	6	9	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg4.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	2.523	1	159	171	24	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg5.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.094	1	8	9	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg5.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	2.675	1	23	26	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg6.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	2.962	1	14	15	2	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg7.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	2.916	1	31	34	5	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg7.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.016	1	11	14	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg7.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Positive	mixed positive	4.439	1	3	4	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg7.4	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u1	s	Slovenian	Neutral	neutral positive	3.326	1	3	4	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24	u	Slovenian	Positive	positive	4.790	12	316	353	15	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg8.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Positive	mixed positive	3.856	1	8	10	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg8.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Positive	mixed positive	3.843	1	4	5	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg8.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Neutral	neutral positive	3.009	1	32	36	5	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg8.4	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Neutral	neutral positive	3.490	1	30	34	3	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg8.5	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Neutral	neutral positive	2.688	1	24	27	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg8.6	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Neutral	neutral positive	3.496	1	41	45	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg8.7	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Neutral	neutral positive	2.833	1	27	30	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg9.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Positive	mixed positive	3.626	1	30	32	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg9.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Positive	positive	4.566	1	38	41	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg9.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Positive	positive	4.553	1	56	62	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg10.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Neutral	neutral positive	3.388	1	24	28	3	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg10.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u2	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24	u	Slovenian	Neutral	neutral positive	2.900	3	34	44	3	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg11.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u3	s	Slovenian	Neutral	neutral positive	3.277	1	7	10	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg11.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u3	s	Slovenian	Neutral	neutral positive	2.847	1	18	22	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg11.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u3	s	Slovenian	Neutral	neutral positive	3.338	1	9	12	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	ParlaMint-SI_2007-02-02-SDZ4-Redna-24	u	Slovenian	Positive	mixed positive	3.990	8	177	198	20	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg12.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	s	Slovenian	Positive	mixed positive	4.019	1	3	5	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg12.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	s	Slovenian	Positive	mixed positive	3.998	1	2	3	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg12.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	s	Slovenian	Neutral	neutral positive	2.921	1	55	61	11	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg12.4	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	s	Slovenian	Neutral	neutral positive	3.251	1	40	45	2	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg12.5	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	s	Slovenian	Neutral	neutral positive	2.943	1	43	45	3	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg13.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	s	Slovenian	Neutral	neutral positive	3.016	1	21	24	4	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg13.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	s	Slovenian	Neutral	neutral positive	2.828	1	11	12	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg13.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u4	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u5	ParlaMint-SI_2007-02-02-SDZ4-Redna-24	u	Slovenian	Neutral	neutral positive	2.750	5	51	59	3	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg14.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u5	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg14.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u5	s	Slovenian	Neutral	neutral positive	2.923	1	5	6	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg14.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u5	s	Slovenian	Neutral	neutral positive	2.647	1	35	39	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg14.4	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u5	s	Slovenian	Neutral	neutral positive	3.392	1	8	9	2	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg14.5	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u5	s	Slovenian	Positive	mixed positive	3.679	1	1	2	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	ParlaMint-SI_2007-02-02-SDZ4-Redna-24	u	Slovenian	Negative	negative	0.050	15	348	384	10	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg15.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Neutral	neutral positive	2.837	1	27	29	3	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg15.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Neutral	neutral positive	2.887	1	39	40	3	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg15.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Neutral	neutral negative	2.126	1	7	9	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg15.4	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Neutral	neutral positive	2.755	1	11	12	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg15.5	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Neutral	neutral positive	2.581	1	21	24	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg16.1	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Negative	mixed negative	0.576	1	34	37	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg16.2	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Neutral	neutral positive	3.138	1	12	14	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg16.3	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Negative	mixed negative	1.448	1	40	44	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg16.4	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Negative	mixed negative	0.722	1	18	19	1	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg16.5	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Neutral	neutral positive	2.523	1	10	12	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg16.6	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Neutral	neutral negative	2.143	1	18	19	0	
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.seg16.7	ParlaMint-SI_2007-02-02-SDZ4-Redna-24.ana.u6	s	Slovenian	Negative	negative	0.179	1	28	33	0	
