ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21	u	Slovenian	Neutral	neutral negative	2.410	8	113	134	15	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg1.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	s	Slovenian	Positive	mixed positive	4.052	1	9	11	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg2.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	s	Slovenian	Neutral	neutral positive	3.303	1	7	8	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg2.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	s	Slovenian	Neutral	neutral negative	1.626	1	47	58	10	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg3.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	s	Slovenian	Positive	positive	4.512	1	4	5	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg4.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	s	Slovenian	Neutral	neutral positive	3.131	1	3	4	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg4.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	s	Slovenian	Neutral	neutral positive	2.530	1	20	23	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg5.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	s	Slovenian	Neutral	neutral positive	3.093	1	9	10	2	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg5.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u1	s	Slovenian	Neutral	neutral positive	3.006	1	14	15	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21	u	Slovenian	Neutral	neutral positive	2.670	21	456	537	5	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg6.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Positive	mixed positive	4.493	1	5	7	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg7.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	3.039	1	15	17	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg7.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	2.950	1	14	16	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg7.3	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	3.353	1	20	21	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg7.4	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	3.279	1	21	25	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg7.5	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Positive	mixed positive	3.529	1	6	8	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg7.6	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Positive	mixed positive	4.001	1	14	15	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg8.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	2.927	1	47	56	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg9.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral negative	1.910	1	8	10	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg9.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Negative	negative	0.342	1	6	7	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg9.3	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Negative	mixed negative	1.303	1	38	46	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg9.4	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	2.903	1	11	13	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg9.5	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral negative	2.344	1	40	47	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg9.6	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	2.784	1	21	23	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg10.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	2.976	1	12	14	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg10.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	2.976	1	11	12	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg10.3	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral negative	2.117	1	60	70	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg10.4	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	2.837	1	16	19	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg10.5	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Neutral	neutral positive	3.298	1	36	45	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg10.6	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Positive	mixed positive	3.720	1	53	63	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg10.7	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u2	s	Slovenian	Positive	mixed positive	4.085	1	2	3	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u3	ParlaMint-SI_2014-01-30-SDZ6-Redna-21	u	Slovenian	Neutral	neutral positive	2.660	5	54	61	3	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg11.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u3	s	Slovenian	Positive	positive	4.759	1	3	4	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg12.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u3	s	Slovenian	Neutral	neutral positive	2.866	1	17	19	1	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg12.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u3	s	Slovenian	Neutral	neutral negative	2.350	1	16	18	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg13.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u3	s	Slovenian	Neutral	neutral positive	3.194	1	6	7	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg14.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u3	s	Slovenian	Neutral	neutral positive	3.053	1	12	13	2	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u4	ParlaMint-SI_2014-01-30-SDZ6-Redna-21	u	Slovenian	Positive	mixed positive	3.700	18	415	468	8	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg15.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u4	s	Slovenian	Positive	mixed positive	3.877	1	5	7	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg15.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u4	s	Slovenian	Positive	mixed positive	3.716	1	8	11	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg16.1	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u4	s	Slovenian	Positive	mixed positive	4.350	1	22	23	3	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg16.2	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u4	s	Slovenian	Neutral	neutral positive	3.318	1	32	36	0	
ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.seg16.3	ParlaMint-SI_2014-01-30-SDZ6-Redna-21.ana.u4	s	Slovenian	Neutral	neutral positive	2.803	1	23	27	1	
