ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53	u	Slovenian	Neutral	neutral positive	3.400	24	311	363	18	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg1.1	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Positive	mixed positive	4.079	1	9	11	0	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg2.1	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Neutral	neutral positive	2.950	1	24	26	2	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg3.1	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Neutral	neutral negative	1.687	1	48	57	8	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg3.2	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Neutral	neutral positive	2.953	1	6	7	1	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg3.3	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Positive	positive	4.814	1	4	5	0	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg4.1	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Neutral	neutral positive	3.127	1	10	11	1	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg4.2	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Neutral	neutral positive	3.022	1	13	16	0	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg4.3	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Neutral	neutral positive	2.936	1	16	17	1	
ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.seg4.4	ParlaMint-SI_2014-01-24-SDZ6-Izredna-53.ana.u1	s	Slovenian	Neutral	neutral positive	2.684	1	24	28	0	
