ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93	u	Slovenian	Neutral	neutral positive	3.140	23	279	331	23	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg1.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Positive	mixed positive	3.970	1	7	10	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg1.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	2.978	1	24	26	2	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg2.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Positive	mixed positive	4.253	1	1	2	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg2.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral negative	2.447	1	27	33	3	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg2.3	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.038	1	7	8	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg3.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Negative	negative	0.235	1	2	3	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg4.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral negative	1.757	1	54	66	10	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg5.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	2.953	1	6	7	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg5.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Positive	positive	4.814	1	4	5	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg6.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.133	1	10	11	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg7.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.056	1	13	16	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg7.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	2.882	1	16	17	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg7.3	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	2.717	1	8	9	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg7.4	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.013	1	16	19	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg8.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.338	1	3	4	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg8.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.196	1	9	11	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg8.3	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.326	1	1	2	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg8.4	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.445	1	12	15	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg10.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.123	1	10	12	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg11.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.270	1	3	4	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg11.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	2.591	1	17	20	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg12.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	2.946	1	17	18	2	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg12.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u1	s	Slovenian	Neutral	neutral positive	3.063	1	12	13	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93	u	Slovenian	Neutral	neutral negative	1.720	26	617	693	11	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg13.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Positive	mixed positive	3.701	1	3	4	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg14.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Positive	mixed positive	3.721	1	4	5	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg15.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral positive	3.250	1	25	26	2	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg15.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Positive	positive	4.569	1	18	22	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg15.3	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Negative	mixed negative	0.556	1	37	39	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg16.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Negative	mixed negative	0.771	1	27	30	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg16.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Negative	mixed negative	1.374	1	47	52	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg16.3	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral positive	2.974	1	68	76	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg16.4	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Positive	mixed positive	4.039	1	20	22	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg17.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral negative	2.472	1	24	28	3	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg17.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral negative	1.553	1	37	40	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg17.3	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral positive	2.821	1	23	26	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg17.4	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral negative	2.457	1	36	40	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg17.5	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Negative	mixed negative	1.095	1	26	29	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg18.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral negative	2.439	1	53	59	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg18.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral positive	2.760	1	26	30	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg18.3	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Negative	mixed negative	1.268	1	17	20	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg18.4	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral positive	2.692	1	14	16	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg18.5	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral positive	2.877	1	22	25	0	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg19.1	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Neutral	neutral positive	2.974	1	17	20	1	
ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.seg19.2	ParlaMint-SI_2022-01-13-SDZ8-Izredna-93.ana.u2	s	Slovenian	Positive	positive	4.871	1	16	17	2	
