ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94	u	Slovenian	Neutral	neutral positive	3.290	35	422	491	29	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg1.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Positive	mixed positive	4.052	1	9	11	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg1.2	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	2.893	1	28	31	2	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg2.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral negative	2.064	1	18	23	2	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg2.2	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.142	1	7	8	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg3.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Positive	positive	4.947	1	2	3	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg4.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral negative	1.567	1	48	59	10	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg5.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	2.970	1	7	8	1	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg5.2	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Positive	positive	4.881	1	3	4	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg6.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.143	1	10	11	1	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg7.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.036	1	13	16	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg8.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	2.936	1	16	17	1	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg9.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.108	1	11	12	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg9.2	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	2.786	1	32	35	4	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg9.3	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.117	1	10	11	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg10.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.013	1	12	13	1	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg11.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	2.863	1	5	6	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg12.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.338	1	3	4	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg12.2	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.196	1	9	11	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg12.3	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.024	1	7	8	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg12.4	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.326	1	1	2	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg12.5	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.357	1	12	15	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg14.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Positive	mixed positive	3.653	1	9	11	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg15.1	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	2.936	1	8	9	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg15.2	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	2.984	1	18	21	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg15.3	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.326	1	1	2	0	
ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.seg15.4	ParlaMint-SI_2022-01-26-SDZ8-Izredna-94.ana.u1	s	Slovenian	Neutral	neutral positive	3.321	1	12	15	0	
