ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15	u	slovenski	Nevtralen	nevtralno pozitiven	3.280	9	108	127	6	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg1.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Pozitiven	mešano pozitiven	3.721	1	7	10	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg2.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.274	1	7	8	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg3.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Nevtralen	nevtralno negativen	1.599	1	24	28	3	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg4.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Pozitiven	pozitiven	4.519	1	6	7	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg5.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.097	1	9	12	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg5.2	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	2.576	1	28	30	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg6.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.150	1	20	22	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg7.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.018	1	6	8	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg7.2	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.427	1	1	2	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	ParlaMint-SI_2020-01-28-SDZ8-Redna-15	u	slovenski	Pozitiven	mešano pozitiven	4.220	18	464	520	11	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg8.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.257	1	11	15	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg9.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	4.065	1	40	44	5	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg9.2	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.549	1	15	16	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg9.3	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.938	1	45	50	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg10.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.486	1	17	18	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg10.2	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.800	1	30	34	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg10.3	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.835	1	28	31	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg10.4	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.025	1	25	29	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg10.5	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.886	1	19	20	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg11.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.824	1	34	38	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg11.2	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.599	1	10	11	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg11.3	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.155	1	47	54	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg12.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno negativen	2.058	1	25	29	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg12.2	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.352	1	23	26	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg12.3	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.146	1	31	34	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg12.4	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.967	1	10	11	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg13.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.501	1	49	54	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg13.2	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	4.325	1	5	6	0	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u3	ParlaMint-SI_2020-01-28-SDZ8-Redna-15	u	slovenski	Nevtralen	nevtralno pozitiven	2.970	3	28	37	3	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg14.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u3	s	slovenski	Nevtralen	nevtralno pozitiven	3.295	1	6	9	1	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg15.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u3	s	slovenski	Nevtralen	nevtralno pozitiven	3.060	1	19	23	2	
ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.seg16.1	ParlaMint-SI_2020-01-28-SDZ8-Redna-15.ana.u3	s	slovenski	Pozitiven	mešano pozitiven	3.516	1	3	5	0	
