ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32	u	Slovenian	Neutral	neutral positive	3.120	68	883	1038	53	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg1.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Positive	mixed positive	4.019	1	8	11	0	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg2.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	3.251	1	6	7	1	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg3.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral negative	1.661	1	47	62	13	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg4.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	2.705	1	28	30	2	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg5.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Positive	positive	4.512	1	4	5	0	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg6.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	2.631	1	45	49	0	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg6.2	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	2.661	1	9	13	0	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg7.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	3.126	1	10	11	1	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg7.2	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	2.936	1	16	17	1	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg8.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	3.061	1	12	13	0	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg9.1	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	2.901	1	37	42	2	
ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.seg9.2	ParlaMint-SI_2020-03-19-SDZ8-Izredna-32.ana.u1	s	Slovenian	Neutral	neutral positive	3.279	1	10	12	0	
