ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u1	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35	u	slovenski	Nevtralen	nevtralno pozitiven	3.100	7	61	72	4	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg1.1	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u1	s	slovenski	Pozitiven	mešano pozitiven	3.980	1	8	11	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg2.1	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.199	1	8	9	1	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg2.2	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u1	s	slovenski	Pozitiven	pozitiven	4.814	1	4	5	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg3.1	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.167	1	3	4	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg3.2	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	2.531	1	18	21	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg4.1	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	3.070	1	9	10	1	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg5.1	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u1	s	slovenski	Nevtralen	nevtralno pozitiven	2.962	1	11	12	2	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35	u	slovenski	Negativen	mešano negativen	1.390	23	612	697	8	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg6.1	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.988	1	7	9	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg6.2	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Pozitiven	mešano pozitiven	3.701	1	3	4	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.1	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.681	1	44	48	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.2	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.072	1	13	16	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.3	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.826	1	20	22	1	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.4	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno negativen	1.530	1	22	25	1	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.5	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.608	1	79	90	2	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.6	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Negativen	mešano negativen	1.415	1	16	19	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.7	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	3.181	1	5	6	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.8	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno negativen	2.141	1	59	72	1	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.9	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.636	1	31	34	0	
ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.seg7.10	ParlaMint-SI_2020-04-29-SDZ8-Izredna-35.ana.u2	s	slovenski	Nevtralen	nevtralno pozitiven	2.905	1	18	19	0	
