ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	ParlaMint-SI_2020-03-02-SDZ8-Redna-16	u	Slovenian	Neutral	neutral positive	2.630	44	619	722	28	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg1.1	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Positive	mixed positive	3.775	1	9	12	0	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg2.1	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	3.017	1	18	20	2	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg3.1	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral negative	1.714	1	22	24	2	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg4.1	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	2.686	1	36	42	4	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg4.2	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	2.581	1	64	69	9	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg5.1	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Positive	positive	4.653	1	6	7	0	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg6.1	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	3.072	1	16	19	1	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg7.1	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	3.028	1	13	16	0	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg7.2	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	2.936	1	16	17	1	
ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.seg7.3	ParlaMint-SI_2020-03-02-SDZ8-Redna-16.ana.u1	s	Slovenian	Neutral	neutral positive	2.709	1	10	11	0	
